,question,relevant_documents_from_dense_retrieval
48,אילו רקעים אקדמיים מתאימים לתכנית בהנדסת נתונים?,"[Document(id='ce092c1c-aa19-4c38-bbc6-83863325260c', metadata={'source': '364-2025.pdf', 'start_index': 39767}, page_content='ת זו חמש מגמות: חקר ביצועים ואלגוריתמיקה, סטטיסטיקה שימושית,\nמערכות נבונות, הנדסת גורמי אנוש )ארגונומיה(, בטיחות בדרכים .\n• התמחות במערכות מידע\n• התמחות במדעי הנתונים\nבהתמחויות התואר השני ניתן ללמוד באחד ממסלו לי הלימוד האפשריים הבאים :\n• מסלול לתואר שני עם עבוד'), Document(id='23305809-1c30-4ffc-b60b-13fd2e3d9f20', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� ידע בסיסי בתחומי מערכות\nמאובטחות וקורסי הבחירה מתייחסים לנושאים ספציפיים של מערכות אלו. לימודי המגמה מיועדים לבוגרי\nתואר ראשון בהנדסת חשמל ומחשבים ולבוגרי תואר ראשון של מחלקות רלוונטיות כמו הנדסת מערכות\nתקשורת, מדעי המחשב והנדסת תוכנה. ניתן ללימוד א')]"
49,מהי חשיבות למידת המכונה עבור מהנדסי מערכות מידע?,"[Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='d664de0f-7f11-43b3-8690-c90261f9dc20', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�זיות של פיתוח מערכות וניתוח נתונים. לאור זאת פיתחה המחלקה שתי תוכניות לימוד\nשמטרתן להקנות מיומנויות אלו.\nתכנית הלימודים להנדסת מערכות מידע מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיקרי\nלאנשי מקצוע במגוון תפקידים במערכות מידע ממוחשבות בסביבה'), Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�'), Document(id='ffd8dada-4b93-4e02-afaf-5186352f2407', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�לוחמת מידע\nהמגמה נועדה להכשיר סטודנטים להיות אנשי מקצוע בתחום של אבטחת מידע במרחב המקוון הכולל\nקידוד וייצוג מידע, פרטיות, כרית מידע, אבטחת מידע, אבטחת רשתות ואבטחת מערכות ממוחשבות.\nלימודי המגמה עונים על צורך ברור של המשק באנשי מקצוע בתחום של אבטחת'), Document(id='1ebe2bd6-6e5d-4e23-962a-cab0dd699e03', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�ישומי בינה מלאכותית בהנדסת\nתוכנה, שילובים של תכנון ולמידה.\nפרופ\' שני גיא\nמערכות המלצה, קבלת החלטות, תכנון, למידת מכונה.\nד""ר שחף שפרברג\nבינה מלאכותית, קבלת החלטות בתנאי אי ודאות.\n10\n מגמה מספר 2 - בינה עסקית ומדעי נתונים\nבינה עסקית הוא תחום העוסק בהפקת מ'), Document(id='88cd6187-00d8-4854-bdb5-6e73ce4d1dc9', metadata={'source': '372-2025.pdf', 'start_index': 2941}, page_content='.\nבוגר הנדסת נתונים יוכל לפתח ולהפעיל בצורה מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי\nהנתונים כדי להפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי\nהתואר עונים על הצורך העולה באנשי מקצוע בתחומים של Big Data ,הנדסת הנתונים'), Document(id='b9cad8c7-7855-4915-b410-0433ea411472', metadata={'source': '372-2025.pdf', 'start_index': 12106}, page_content='ארגון כדי לשלב ""בינה מלאכותית"" בהתנהלות של הארגון. הלימודים במגמה זו\nנועדה לענות על צרכי ארגונים רבים בתחום זה.\nמגמה זו פותחה במיוחד לתלמידי הנדסת מערכות מידע ותלווה במספר גדול של דוגמאות מעשיות\nבתחום לימודיהם. כידוע המוטיבציה של הסטודנטים להבין את המושג')]"
50,מדוע הביקוש לבוגרי המחלקה להנדסת ביוטכנולוגיה גדל בשנים האחרונות?,[]
51,אילו תחומי מחקר מעודדת המחלקה להנדסת ביוטכנולוגיה?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �'), Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
52,מהי מטרת התוכנית לתואר ראשון בהנדסת ביוטכנולוגיה?,[]
53,כיצד משלבים סטודנטים בהנדסת ביוטכנולוגיה בין מחקר עצמאי לעבודה בתעשייה?,"[Document(id='e0384317-b8fd-4cd8-a925-00962b10fa0a', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='ניברסיטה, בתעשייה, או בבית חולים. הפרויקט כולל\nלימוד ויישום הידע בנושא נבחר בהנדסה ביורפואית. על מנת לאפשר העמקה נוספת בתחום העניין של התלמיד/ה, המחלקה\nמעודדת תלמידים/ות מצטיינים/ות להמשיך בלימודים לתואר שני במסלול מקוצר ולהתחיל את עבודת המחקר שלהם/ן כבר\nבש�'), Document(id='1fa7eb67-209f-438a-a97b-4b277fc832f4', metadata={'source': '363-2025.pdf', 'start_index': 2132}, page_content=' למחקר\nמסלול זה יחשוף את הסטודנטים כבר במהלך התואר הראשון לאספקטים שונים של עבודת מחקר\nאקדמית: מיומנויות, נושאים ואתגרים.\nבנוסף, קיימת תכנית מצוינות לתואר כפול – הנדסה כימית וכימיה: ננוטכנולוגיה. התכנית מעניקה תואר\nבוגר )B.Sc( בכימיה ותואר בוגר )B.Sc( בהנד')]"
54,אילו קורסים ייחודיים מוצעים לסטודנטים בהנדסת ביוטכנולוגיה?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
55,מהם כיווני הקריירה הפתוחים בפני בוגרי הנדסת ביוטכנולוגיה?,[]
56,כיצד מתבטאת הגישה הבין-תחומית בהנדסת ביוטכנולוגיה?,"[Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
57,כיצד מתייחסת התוכנית למפגעים סביבתיים במסגרת הביוטכנולוגיה?,"[Document(id='0459ecdb-cb2d-4971-a5ed-7feaa73fbf9e', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�ם הבנה והעמקה בנושאים של היערכות לאירועי קיצון סביבתיים, הנדסת תשתיות\nמים וניקוז, בנייה ירוקה ומכוונת אקלים, ובקרת זיהום אוויר וגזי חממה בסביבה הבנויה. מסלול זה מהווה\nגם הכנה לפתיחת תואר ראשון בהנדסה סביבתית כפי שמתוכנן במחלקה ובפקולטה.\nבמסגרת מיקוד זה �')]"
58,אילו כלים רוכשים הסטודנטים כדי לעסוק בהנדסה גנטית או תרפיה תאית?,"[Document(id='8a42a535-7e54-4fa7-b4de-2f02a4f1a32f', metadata={'source': '363-2025.pdf', 'start_index': 1712}, page_content='דסי\nכימיה.\nמסלול לאנרגיה מים וטכנולוגיות מתקדמות\nהמודעות לאספקטים סביבתיים של הנדסה כימית הולכת ועולה וכך גם העניין בטכנולוגיות ירוקות.\nהמסלול יחשוף את הסטודנטים לנעשה בתחום של אנרגיה ומים.\nמסלול לביו-חומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות ה'), Document(id='f16e7c53-3b96-4c56-83a3-609a3c9a4425', metadata={'source': '372-2025.pdf', 'start_index': 4418}, page_content='ה\nואינטגרטיבית. המחלקה מעודדת את הסטודנטים להמשיך את לימודיהם לתארים מתקדמים.\nבמסגרת תכנית הלימודים לתואר ראשון, המחלקה מאפשרת לסטודנטים הרוצים בכך להתמחות במגמות לימוד\nייחודיות: בינה מלאכותית, בינה עסקית וכריית נתונים ואבטחת מידע ולוחמת מידע. במסגרת')]"
59,כיצד מעודד המחקר במחלקה שימוש בטכנולוגיות חדשניות?,"[Document(id='875a488f-466f-4772-9cb2-14daadc8fb5c', metadata={'source': '361-2025.pdf', 'start_index': 8911}, page_content=' ועד לרמה לאומית תוך שילוב של אנרגיות מתחדשות. בנוסף מתקיים מחקר תאורטי עתידני המיועד\nלענות על בעיות ושאלות תיאורטיות שלאו דווקא קיים עבורן מימוש מיידי .\nהגישה המולטי-דיציפלנארית היא אחד המאפינים של התואר בהנדסת חשמל ומחשבים ומאפשרת גמישות\nמירבית בבחירת מקצוע. ה'), Document(id='4e4ead7c-c93a-47dd-b732-c45da1f3b90a', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שנים לבעיות, כמו גם לפיתוח חסמיםע ל היכולות והערכת בצועים של הפתרונות המוצעים .\nהלימודים משלבים כלים תיאורטיים ויישומים לעיבוד אותות חד-מימדים ורב מימדים. החוקרים במסלול\nהינם בעלי מוניטין בינלאומיים ועוסקים במגוון נושאי המחקר הנמצאים היום בחזית המדע כגון : �')]"
